url,degree_type,degree_title,a_level_grade_req,a_level_subject_reqs,ib_grade_req,ib_subject_req
http://www.ox.ac.uk/admissions/undergraduate/courses-listing/medicine,BA,Medicine,A*AA,"A*AA in three A-levels (excluding Critical Thinking and Thinking Skills) taken in the same academic year. Candidates are required to achieve at least a grade A in both Chemistry and at least one of Biology, Physics, Mathematics or Further Mathematics. We expect you to have taken and passed any practical component in your chosen science subjects.",39,"39 (including core points) with 766 at HL. Candidates are required to take Chemistry and at least one of Biology, Physics or Mathematics to Higher Level.BTEC Level 3 Extended Diploma: Please visit the Medical Sciences website for details."
http://www.ox.ac.uk/admissions/undergraduate/courses-listing/biomedical-sciences,BA,Biomedical Sciences,A*AA,A*AA excluding Critical Thinking and Thinking Skills.,39,"39 (including core points) with 766 at HL. Candidates are required to have two subjects from Biology, Chemistry, Physics and Mathematics at Higher Level.BTEC Level 3 Extended Diploma:Please visit the Biomedical Sciences website for details on academic requirements."
http://www.ox.ac.uk/admissions/undergraduate/courses-listing/human-sciences,BA,Human Sciences,AAA,AAA,38,38 (including core points) with 666 at HL
https://www.ox.ac.uk/admissions/undergraduate/courses/course-listing/biology,BA,Biology,A*AA,"A*AA – Biology and either Chemistry, Physics or Mathematics are required, and the A* must be in a science or Mathematics (view the full list of subjects in which an A* grade will be acceptable)",39,"39 (including core points) – Biology and either Chemistry, Physics or Mathematics are required with 7 in HL Mathematics or a science"
http://www.ox.ac.uk/admissions/undergraduate/courses-listing/biochemistry-molecular-and-cellular,BA,Biochemistry (Molecular and Cellular),A*AA,"A*AA including Chemistry and another Science or Mathematics. The A* must be in Mathematics, Physics, Chemistry or Biology, or a very closely related subject",39,39 (including core points) with 7 in HL Chemistry and 6 in two other relevant subjects at HL or SL
http://www.ox.ac.uk/admissions/undergraduate/courses-listing/psychology-experimental,BA,Psychology (Experimental),A*AA,A*AA,39,39 (including core points) with 766 at HL
http://www.ox.ac.uk/admissions/undergraduate/courses-listing/psychology-philosophy-and-linguistics,BA,"Psychology, Philosophy and Linguistics ",A*AA,A*AA,39,39 (including core points) with 766 at HL
https://www.ox.ac.uk/admissions/undergraduate/courses/course-listing/chemistry,BA,Chemistry,A*A*A,A*A*A (including Chemistry and Mathematics) with both A*s in science or maths subjects.Read the full list of subjects in which an A* grade will be acceptable.,40,"40 (including core points). For applicants offering HL Mathematics 766 at HL with 7 in HL Chemistry and 6 in HL Mathematics. For applicants offering SL Mathematics: 776 at HL with 7 in both HL Chemistry and a second HL science subject, and 7 in SL Mathematics: Analysis and Approaches."
http://www.ox.ac.uk/admissions/undergraduate/courses-listing/physics,BA,Physics,A*AA,"A*AA to include Mathematics and Physics. The A* must be in Mathematics, Physics or Further Mathematics.",39,39 (including core points) with 766 at HL (the 7 should be in either Physics or Mathematics)
http://www.ox.ac.uk/admissions/undergraduate/courses-listing/earth-sciences-geology,BA,Earth Sciences (Geology),A*AA,A*AA to include Mathematics plus Chemistry or Physics or AAAA to include Mathematics plus Chemistry or Physics.,39,39 (including core points) with 766 at HL to include HL Maths plus HL Chemistry or HL Physics.
http://www.ox.ac.uk/admissions/undergraduate/courses-listing/materials-science,BA,Materials Science,A*AA,"A*AA (including Mathematics and Physics, with an A* in either Mathematics, Physics or Chemistry)",40,"40 (including core points) with 766 at HL (including Mathematics and Physics, with 7 at HL in either Mathematics, Physics or Chemistry)"
https://www.ox.ac.uk/admissions/undergraduate/courses/course-listing/mathematics-and-statistics,BA,Mathematics and Statistics,A*A*A,A*A*A with the A*s in Mathematics and Further Mathematics (if available). For those for whom A-level Further Mathematics is not available: either A*AAa with A* in Mathematics and a in AS-level Further Mathematics or A*AA with A* in Mathematics.,39,39 (including core points) with 766 at HL (the 7 must be in Higher Level Mathematics)
https://www.ox.ac.uk/admissions/undergraduate/courses/course-listing/computer-science,BA,Computer Science,A*AA,"A*AA including at least an A in Mathematics, with the A* in Mathematics, Further Mathematics or Computer Science.Those taking Further Mathematics A-level or AS-level are required to achieve at least Grade A.",39,39 (including core points) with 766 at HL (the 7 must be in HL Mathematics)BTEC:Please visit the Computer Science website for the latest information on our standard offers for students taking BTECs.
http://www.ox.ac.uk/admissions/undergraduate/courses-listing/mathematics-and-computer-science,BA,Mathematics and Computer Science,A*AA,"A*AA (if Further Mathematics is taken, then including A*A between Mathematics and Further Mathematics; otherwise including A* in Mathematics)",39,39 (including core points) with 766 at HL (the 7 must be in Higher Level Mathematics)BTEC:Please visit the Computer Science website for the latest information on our standard offers for students taking BTECs.
http://www.ox.ac.uk/admissions/undergraduate/courses-listing/mathematics-and-philosophy,BA,Mathematics and Philosophy,A*A*A,A*A*A with the A*s in Mathematics and Further Mathematics (if available). For those whom Further Mathematics is not available: either A*AAa with A* in Mathematics and a in AS-level Further Mathematics or A*AA with A* in Mathematics.,39,39 (including core points) with 766 at HL (the 7 must be in Higher Level Mathematics)
http://www.ox.ac.uk/admissions/undergraduate/courses-listing/engineering-science,BA,Engineering Science,A*A*A,"A*A*A to include Mathematics and Physics. The A*s must be in Mathematics, Physics or Further Mathematics",40,40 (including core points) with 776 at HL (with 7s in HL Mathematics and Physics)
http://www.ox.ac.uk/admissions/undergraduate/courses-listing/computer-science-and-philosophy,BA,Computer Science and Philosophy,A*AA,"A*AA, including Maths, with the A* in Maths, Further Maths or Computer Science.",,
http://www.ox.ac.uk/admissions/undergraduate/courses-listing/philosophy-politics-and-economics,BA,"Philosophy, Politics and Economics",AAA,AAA,39,39 (including core points) with 766 at HL
http://www.ox.ac.uk/admissions/undergraduate/courses-listing/geography,BA,Geography,A*AA,A*AA,39,39 (including core points) with 766 at HL
http://www.ox.ac.uk/admissions/undergraduate/courses-listing/economics-and-management,BA,Economics and Management,A*AA,A*AA including Mathematics at grade A or above,39,39 (including core points) with 766 at HL
https://www.ox.ac.uk/admissions/undergraduate/courses-listing/history-and-economics,BA,History and Economics,AAA,AAA,38,38 (including core points) with 666 at HL
https://www.ox.ac.uk/admissions/undergraduate/courses-listing/history-and-politics,BA,History and Politics,AAA,AAA,38,38 (including core points) with 666 at HL
http://www.ox.ac.uk/admissions/undergraduate/courses-listing/archaeology-and-anthropology,BA,Archaeology and Anthropology,AAA,AAA,38,38 (including core points) with 666 at HL
http://www.ox.ac.uk/admissions/undergraduate/courses-listing/law-jurisprudence,BA,Law (Jurisprudence),AAA,AAA,38,38 (including core points) with 666 at HL
https://www.ox.ac.uk/admissions/undergraduate/courses-listing/english-language-and-literature?wssl=1,BA,English Language and Literature,AAA,AAA,38,38 (including core points) with 666 at HL
http://www.ox.ac.uk/admissions/undergraduate/courses/oriental-studies/egyptology,BA,Assyriology and Egyptology,,,,
http://www.ox.ac.uk/admissions/undergraduate/courses/oriental-studies/sanskrit,BA,Sanskrit,,,,
http://www.ox.ac.uk/admissions/undergraduate/courses-listing/classics,BA,Classics,AAA,"AAA (with As in Latin and Greek, if taken)",39,"39 (including core points) with 666 at HL, including 6s at HL in Latin and Greek if taken"
http://www.ox.ac.uk/admissions/undergraduate/courses/modern-languages/subject-area-32%3A-european-languages-and-other-areas-studies,BA,European Languages and other area studies,,,,
https://www.ox.ac.uk/admissions/undergraduate/courses/course-listing/classics-and-asian-and-middle-eastern-studies,BA,Classics and Asian and Middle Eastern Studies,AAA,"AAA (with As in Latin and Greek, if taken)",39,"39 (including core points) with 666 at HL, including 6s at HL in Latin and Greek if taken"
http://www.ox.ac.uk/admissions/undergraduate/courses/english-language-and-literature/subject-area-31%3A-english-based-studies,BA,English-based studies,,,,
http://www.ox.ac.uk/admissions/undergraduate/courses-listing/classics-and-english,BA,Classics and English,AAA,"AAA (with As in Latin and Greek, if taken)",39,"39 (including core points) with 666 at HL, including 6s at HL in Latin and Greek, if taken."
https://www.ox.ac.uk/admissions/undergraduate/courses/modern-languages/,BA,Page not found,,,,
http://www.ox.ac.uk/admissions/undergraduate/courses/english-language-and-literature/english-and-french,BA,Modern Languages,AAA,AAA,38,38 (including core points) with 666 at HL
https://www.ox.ac.uk/admissions/undergraduate/courses/oriental-studies/hebrew-and-jewish-studies,BA,Hebrew and Jewish Studies,,,,
http://www.ox.ac.uk/admissions/undergraduate/courses-listing/history-and-modern-languages,BA,History and Modern Languages,AAA,AAA,38,38 (including core points) with 666 at HL
http://www.ox.ac.uk/admissions/undergraduate/courses-listing/philosophy-and-modern-languages,BA,Philosophy and Modern Languages,AAA,AAA,39,39 (including core points) with 666 at HL
http://www.ox.ac.uk/admissions/undergraduate/courses/oriental-studies/chinese,BA,Chinese,,,,
http://www.ox.ac.uk/admissions/undergraduate/courses/oriental-studies/japanese,BA,Japanese,,,,
http://www.ox.ac.uk/admissions/undergraduate/courses/oriental-studies/turkish,BA,Turkish,,,,
http://www.ox.ac.uk/admissions/undergraduate/courses/oriental-studies/arabic,BA,Arabic,,,,
http://www.ox.ac.uk/admissions/undergraduate/courses/oriental-studies/persian,BA,Persian,,,,
http://www.ox.ac.uk/admissions/undergraduate/courses-listing/history,BA,History,AAA,AAA,38,38 (including core points) with 666 at HL
http://www.ox.ac.uk/admissions/undergraduate/courses-listing/history-ancient-and-modern,BA,History (Ancient and Modern),AAA,AAA,38,38 (including core points) with 666 at HL
http://www.ox.ac.uk/admissions/undergraduate/courses-listing/history-art,BA,History of Art,AAA,AAA,38,38 (including core points) with 666 at HL
http://www.ox.ac.uk/admissions/undergraduate/courses-listing/theology-and-religion,BA,Theology and Religion,AAA,AAA,38,38 (including core points) with 666 at HL
http://www.ox.ac.uk/admissions/undergraduate/courses-listing/physics-and-philosophy,BA,Physics and Philosophy,A*AA,"A*AA to include Mathematics and Physics. The A* must be in Mathematics, Physics or Further Mathematics.",39,39 (including core points) with 766 at HL (the 7 should be in either Physics or Mathematics)
https://www.ox.ac.uk/admissions/undergraduate/courses/course-listing/religion-and-asian-and-middle-eastern-studies,BA,Religion and Asian and Middle Eastern Studies,AAA,AAA,38,38 (including core points) with 666 at HL
http://www.ox.ac.uk/admissions/undergraduate/courses-listing/classical-archaeology-and-ancient-history,BA,Classical Archaeology and Ancient History,AAA,AAA,39,39 (including core points) with 666 at HL
http://www.ox.ac.uk/admissions/undergraduate/courses-listing/philosophy-and-theology,BA,Philosophy and Theology,AAA,AAA,39,39 (including core points) with 666 at HL
http://www.ox.ac.uk/admissions/undergraduate/courses-listing/fine-art,BA,Fine Art,AAA,AAA (or AAB for candidates who have undertaken or completed a post-18 Art Foundation course*),38,38 (including core points) with 666 at HLApplied General Qualifications:BTEC and Cambridge Technical Extended Diplomas: DDD UAL Applied General Extended Diploma (2018-): HM (High Merit)
http://www.ox.ac.uk/admissions/undergraduate/courses-listing/music,BA,Music,AAA,AAA,38,38 (including core points) with 666 at HL
